Name,Address,Latitude,Longitude
ATM CTY FULUH (3/3),"Xã Tân Kim, Huyện Cần Giuộc, Tỉnh Long An, Việt Nam",10.614233,106.66255
ATM PGD Bà Rịa,"267 Cách Mạng Tháng 8, Phường Phước Hưng, Thành phố Bà Rịa, Tỉnh Bà Rịa Vũng Tàu, Việt Nam",10.495198,107.17262
ATM PGD Tân Biên,"388, Khu Phố 9, Đường Nguyễn Ái Quốc, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",10.9726,106.8835
ATM PGD Nam Đô,"46 Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Thành Phố Hà Nội, Việt Nam",20.999266,105.842026
ATM PGD Chợ Mới,"22 Đường 23/10, Phường Phương Sơn, Thành phố Nha Trang, Tỉnh Khánh Hòa, Việt Nam",12.250262,109.179726
ATM VIMARU,"Trường Đại học Hàng Hải, 484 Lạch Tray, Phường Đổng Quốc Bình, Quận Ngô Quyền, Thành Phố Hải Phòng, Việt Nam",20.849947,106.6735
ATM CN Hải Phòng,"116 Nguyễn Đức Cảnh, Phường Cát Dài, Quận Lê Chân, Thành Phố Hải Phòng, Việt Nam",20.849754,106.67363
ATM KCN TRÀNG DUỆ,"km 35, Quốc lộ 10, Xã Quốc Tuấn, Huyện An Lão, Thành Phố Hải Phòng, Việt Nam",20.82129,106.54235
ATM CN Hải Dương,"360 Nguyễn Lương Bằng, Phường Thanh Bình, Thành Phố Hải Dương, Tỉnh Hải Dương, Việt Nam",20.937284,106.303635
ATM PGD Thành Công,"101 và 201, C18 Nguyên Hồng, phường Láng Hạ, quận Đống Đa, Thành Phố Hà Nội, Việt Nam",21.016369,105.810684
ATM PGD Châu Đức,"307 Hùng Vương, Khu Phố 2, Thị Trấn Ngãi Giao, Huyện Châu Đức, Tỉnh Bà Rịa - Vũng Tàu, Việt Nam",10.647718,107.24373
ATM PGD Tây Hà Nội,"138 Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, thành phố Hà Nội, Việt Nam",21.046244,105.79096
ATM PGD Quán Hành,"Tòa nhà công ty cổ phần thương mại Bảo Hưng - Khối 4, Thị Trấn Quán Hành, Huyện Nghi Lộc, Tỉnh Nghệ An, Việt Nam",18.779125,105.64594
ATM CN Đắk Lắk,"10 Đường Trần Hưng Đạo, phường Thắng Lợi, Thành phố Buôn Ma Thuột, tỉnh Đắk Lắk, Việt Nam",12.684907,108.04947
ATM CN Bắc Ninh,"Tòa nhà Viglacera, số 15 Lý Thái Tổ, Thành Phố Bắc Ninh, Tỉnh Bắc Ninh, Việt Nam",21.177471,106.07084
ATM PGD Trung Yên,"17 LÔ A4, KĐT Trung Yên, Trung Hòa, Phường Trung Hòa, Quận Cầu Giấy, Thành Phố Hà Nội, Việt Nam",21.01496,105.80109
ATM PGD Thượng Đình,"Tòa nhà Nam Anh - 68 ngõ 116 Nhân Hòa, Phường Nhân Chính, Quận Thanh Xuân, Thành Phố Hà Nội, Việt Nam",21.0041,105.80715
ATM CN Lào Cai,"143 Hoàng Liên, Cốc Lếu, Thành phố Lào Cai, Tỉnh Lào Cai, Việt Nam",22.49011,103.96918
ATM CN Tây Ninh,"Số 440 đường 30/4, Khu Phố 1, Phường 3, Thành Phố Tây Ninh, Tỉnh Tây Ninh, Việt Nam",11.319149,106.09942
ATM CN Cà Mau,"138A - 138B Ngô Quyền, Phường 9, Thành phố Cà Mau, Tỉnh Cà Mau, Việt Nam",9.183104,105.1414
ATM PGD Từ Liêm,"Tổ dân phố số 8 Tu Hoàng, Phường Phương Canh, Quận Nam Từ Liêm, Thành Phố Hà Nội, Việt Nam",21.049013,105.729485
ATM PGD CƯ KUIN,"Thôn 2, Xã Ea Ktur, Huyện Cư Kuin, Tỉnh Đắk Lắk, Việt Nam",12.603142,108.136444
ATM CN Hà Tĩnh,"70 Phan Đình Phùng, phường Nam Hà, Thành phố Hà Tĩnh, tỉnh Hà Tĩnh, Việt Nam",18.339155,105.901306
ATM POUCHEN 01,"Nguyễn Ái Quốc, Xã Hoà An, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam",10.972581,106.88351
