Name,Address,BranchType,LayerType,WorkingTime,Latitude,Longitude,latitude,longitude
ATM  CTY XĂNG DẦU HỒNG ĐỨC,"QUỐC LỘ 1 A, TAN HUONG , Huyện Châu Thành, Tỉnh Tiền Giang",ATM,ATM,,10.48098373413086,106.36553955078125,,
ATM Đại học Y dược Buôn Ma Thuột,"Số 298 Hà Huy Tập, Phường Tân An, TP Buôn Ma Thuột, Tỉnh Đăk Lăk",ATM,ATM,,12.714659690856934,108.07182312011719,,
ATM PGD Lái Thiêu,"Số 139, Đường Nguyễn Văn Tiết, Phường Lái Thiêu, TP Thuận An, Tỉnh Bình Dương",ATM,ATM,,10.913317680358887,106.70587158203125,,
ATM PGD Lái Thiêu,"Số 139, Đường Nguyễn Văn Tiết, Phường Lái Thiêu, TP Thuận An, Tỉnh Bình Dương",ATM,ATM,,10.913317680358887,106.70587158203125,,
ATM BIDV Hải Vân,"Số 268 Võ Nguyên Giáp, Phường Bắc Phú Mỹ, Quận Ngũ Hành Sơn, TP Đà Nẵng",ATM,ATM,,16.054969787597656,108.24713134765625,,
ATM PGD MỸ HÀO,"Đường Nguyễn Bình, Phường Nhân Hoà, Thị xã Mỹ Hào, Hưng Yên",ATM,ATM,,20.937299728393555,106.06320190429688,,
ATM BIDV Đông Hải Phòng,"Số 274, Đường Đà Nẵng, Phường Vạn Mỹ, Quận Ngô Quyền, TP Hải Phòng",ATM,ATM,,20.860918045043945,106.70832824707031,,
ATM PGD Hồng Hà,"Số 20, Đường Tuệ Tĩnh, Tổ 5, Thị trấn Mậu A, Huyện Văn Yên, Tỉnh Yên Bái",ATM,ATM,,21.8803768157959,104.6883773803711,,
ATM KBNN Huyện CTA,"KBNN Huyện CTA, đường tỉnh 932, Thị trấn Một Ngàn, Huyện Châu Thành A, tỉnh Hậu Giang",ATM,ATM,,9.920366287231445,105.63026428222656,,
ATM Điện lực Bắc Buôn Ma Thuột,"31 Hà Huy Tập, Phường Tân Lợi, Buôn Ma Thuột, Đăk Lăk",ATM,ATM,,12.700865745544434,108.05802917480469,,
ATM Khách sạn Hoàng Anh Gia lai,"01 Phù Đổng, Phường Phù Đổng, TP Pleiku, Tỉnh Gia Lai",ATM,ATM,,13.972685813903809,108.0149154663086,,
ATM KTT Thủy Điện YaLy,"727 Phạm Văn Đồng, Phường Yên Thế, Pleiku, Gia Lai",ATM,ATM,,14.025030136108398,107.99030303955078,,
ATM - Bệnh Viện Tỉnh Gia Lai,"132 Tôn Thất Tùng, Phường Phù Đổng, TP Pleiku, Tỉnh Gia Lai",ATM,ATM,,13.982925415039062,108.02742004394531,,
ATM PGD Minh Phụng,"434-436 Minh Phụng, Phường 9, Quận 11, TP Hồ Chí Minh",ATM,ATM,,10.76070499420166,106.64461517333984,,
ATM PGD Phù Đổng,"Số 138, Đường Lê Duẩn, Phường Phù Đổng, Pleiku, Gia Lai",ATM,ATM,,13.969926834106445,108.02088165283203,,
ATM Sư Đoàn 320,"Thôn 2 Biển Hồ, Xã Biển Hồ, TP Pleiku, Tỉnh Gia Lai",ATM,ATM,,14.036691665649414,108.01419067382812,,
ATM PGD Đông Gia Lai,"278 Hùng Vương, Thị Trấn Đak Pơ, Huyện Đăk Pơ, Tỉnh Gia Lai",ATM,ATM,,13.973259925842285,108.5531005859375,,
ATM PGD Đông Hiếu,"Xóm 8, Xã Nghĩa Thuận, TX Thái Hoà, Tỉnh Nghệ An",ATM,ATM,,19.270339965820312,105.48639678955078,,
ATM PGD Trung Thành,440 - đường Hoàng Quốc Việt - Phường TRung Thành - TP. Phổ Yên- Thái Nguyên,ATM,ATM,,21.36956024169922,105.87300109863281,,
ATM PGD Nguyễn Hữu Cầu,"106-108 Phan Đình Phùng, Phường 2, Quận Phú Nhuận, TP Hồ Chí Minh",ATM,ATM,,10.794538497924805,106.68382263183594,,
ATM PGD BÁT XÁT,"Liền kề 48, đường Võ Nguyên Giáp, Thị trấn Bát Xát, Huyện Bát Xát, Tỉnh Lào Cai",ATM,ATM,,22.535390853881836,103.677978515625,,
ATM BIDV Hải Vân,"Thửa đất số 1533, tờ bản đồ số 7, Hòa Phong, Huyện Hoà Vang, TP Đà Nẵng",ATM,ATM,,15.991189002990723,108.13937377929688,,
CRM BIDV Gia Định,"Số 188 Nguyễn Xí, Phường 26, Bình Thạnh, Hồ Chí Minh",ATM,ATM,,10.816641807556152,106.70701599121094,,
ATM Trung tâm hội nghị Sa Pa,"Số 01 Đường Xuân Viên, Thị trấn Sa Pa, TX Sa Pa, Tỉnh Lào Cai",ATM,ATM,,22.336259841918945,103.84190368652344,,
ATM PGD Thạch Hà,"Số 87, Đường Lý Tự Trọng, Thị trấn Thạch Hà, Huyện Thạch Hà, Tỉnh Hà Tĩnh",ATM,ATM,,18.368240356445312,105.86250305175781,,
ATM PGD Tân Phước,"Tỉnh lộ 878, Ấp 4, Xã Tân Lập 1 , Huyện Tân Phước, Tỉnh Tiền Giang",ATM,ATM,,10.466879844665527,106.28040313720703,,
ATM PGD Ea Knuếc,"Km 19, Quốc lộ 26, Xã Ea Knuếc, Huyện Krông Păk, Tỉnh Đăk Lăk",ATM,ATM,,12.708000183105469,108.20230102539062,,
ATM PGD Long Mỹ,"Số 78, Đường 30/4, Khu vực 6, Phường Thuận An, Thị xã Long Mỹ, Hậu Giang",ATM,ATM,,9.683189392089844,105.57420349121094,,
ATM PGD Kim Bôi,"Khu Sào Hạ, Xã Hạ Bì, Huyện Kim Bôi, Tỉnh Hoà Bình",ATM,ATM,,20.680519104003906,105.52749633789062,,
ATM PGD Eco Park Văn Giang,"Khu nhà phố Vịnh Đảo, TT-P2TC.27, khu độ thị Ecopark, Xuân Quan, Huyện Văn Giang, Tỉnh Hưng Yên",ATM,ATM,,20.962261199951172,105.92058563232422,,
ATM PGD VSIP III,"374, Đường ĐT746, Xã Tân Lập, Huyện Bắc Tân Uyên, Tỉnh Bình Dương",ATM,ATM,,11.137444496154785,106.78450012207031,,
ATM PGD Lạng Giang,"Số 215,217,219 Đường Cần Trạm, TT Vôi, Huyện Lạng Giang, Tỉnh Bắc Giang",ATM,ATM,,21.351699829101562,106.25901794433594,,
ATM PGD Chi Lăng,"Số 150, đường Đại Huề, Thị trấn Đồng Mỏ, Huyện Chi Lăng, Tỉnh Lạng Sơn",ATM,ATM,,21.6572208404541,106.57849884033203,,
ATM CTY COFO 1,"Công ty TNHH Lốp COFO Việt Nam, Đường Trần Hưng Đạo, Phường Ba Đình, TX Bỉm Sơn, Tỉnh Thanh Hoá",ATM,ATM,,20.093246459960938,105.8722915649414,,
ATM CTY COFO 2,"Công ty TNHH Lốp COFO Việt Nam, Đường Trần Hưng Đạo, Phường Ba Đình, TX Bỉm Sơn, Tỉnh Thanh Hoá",ATM,ATM,,20.09312629699707,105.8726577758789,,
CRM BIDV Phú Xuân,"Số 15A, Đường Nguyễn Huệ, Phường Vĩnh Ninh,  Quận Thuận HóaThành phố Huế, Thành phố Huế",ATM,ATM,,16.458030700683594,107.5811996459961,,
ATM PGD Phú Lộc,"Thôn Nam Phổ Hạ, xã Lộc An, huyện Phú Lộc, thành phố Huế",ATM,ATM,,16.335460662841797,107.76950073242188,,
ATM BIDV BÀ RỊA VŨNG TÀU,"Số 24, Đường Trần Hưng Đạo, Phường 1, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu",ATM,ATM,,10.343724250793457,107.07727813720703,,
ATM BIDV Tràng An,"Tầng 1, 2, Toà nhà Liễu Giai Tower, Số 26, Đường Liễu Giai, Phường Cống Vị, Quận Ba Đình, TP Hà Nội",ATM,ATM,,21.04538917541504,105.84329986572266,,
ATM PGD Tuy Phước,"Thôn Phụng Sơn, Xã Phước Sơn, Huyện Tuy Phước, Tỉnh Bình Định",ATM,ATM,,13.856330871582031,109.18749237060547,,
ATM PGD TÀ ĐÙNG CHI NHÁNH ĐẮK NÔNG,"Quốc lộ 28, Trung tâm Xã, Quảng Khê, Huyện Đăk GLong, Tỉnh Đăk Nông",ATM,ATM,,11.909199714660645,107.7957992553711,,
ATM PGD Thái Thụy,"Số 594-596, Đường 3/2, thị trấn Diêm Điền, huyện Thái Thụy, Thái Bình",ATM,ATM,,20.565580368041992,106.56490325927734,,
ATM PGD PHÚ VANG - TRỰC THUỘC CN BIDV PHÚ XUÂN,"Thôn 3, Xã Vinh Thanh, Huyện Phú Vang, Thành phố Huế",ATM,ATM,,16.432920455932617,107.78510284423828,,
ATM Bệnh viện Hợp Lực,"595 Nguyễn Chí Thanh, Phường Đông Thọ, TP Thanh Hoá, Tỉnh Thanh Hoá",ATM,ATM,,19.827333450317383,105.77857971191406,,
ATM BIDV Bình Định,"Số 72, Đường Lê Duẩn, Phường Trần Phú, TP Quy Nhơn, Tỉnh Bình Định",ATM,ATM,,13.767439842224121,109.22119903564453,,
ATM Điện lực Bình Phú,"718 Kinh Dương Vương, Phường 13, 6, Hồ Chí Minh",ATM,ATM,,10.750319480895996,106.62715148925781,,
ATM Khách sạn Hải Âu,"489 An Dương Vương, Phường Nguyễn Văn Cừ, Quy Nhơn, Bình Định",ATM,ATM,,13.756850242614746,109.21839904785156,,
ATM Cảng Quy Nhơn,"02 Phan Châu Trinh, Phường Hải Cảng, Quy Nhơn, Bình Định",ATM,ATM,,13.779860496520996,109.23941040039062,,
ATM Đại học FPT Quy Nhơn,"Khu đô thị An Phú Thịnh, Đống Đa, Quy Nhơn, Bình Định",ATM,ATM,,13.797436714172363,109.22004699707031,,
ATM PGD Lam Sơn,"Đường Tây Sơn, Phường Ghềnh Ráng, Quy Nhơn, Bình Định",ATM,ATM,,13.753198623657227,109.20951080322266,,
ATM PGD Quế Phong,"Khối Trung Sơn, Thị trấn Kim Sơn, Huyện Quế Phong, Tỉnh Nghệ An",ATM,ATM,,19.607189178466797,104.92240142822266,,
ATM PGD Mộ Đức - BIDV Quảng Ngãi,"Số 176  Đ.Phạm Văn Đồng, Tổ dân phố 2,  Thị trấn Mộ Đức, Huyện Mộ Đức, Tỉnh Quảng Ngãi",ATM,ATM,,14.95442008972168,108.88809967041016,,
ATM PGD Bình Châu,"HG5W + 3C5 đường Láng Găng Bến Lội, ấp Bình Minh, Xã Bình Châu, Huyện Xuyên Mộc, Tỉnh Bà Rịa - Vũng Tàu",ATM,ATM,,10.55226993560791,107.54830169677734,,
ATM Huyện uỷ Gia Lâm,"Huyện Ủy Gia Lâm, số 06, phố Ngô Xuân Quảng, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",ATM,ATM,,21.017051696777344,105.93658447265625,,
CRM BIDV GIA LÂM,"Số 741, Đường Nguyễn Đức Thuận, Xã Đặng Xá, Huyện Gia Lâm, TP Hà Nội",ATM,ATM,,21.017051696777344,105.94750213623047,,
CRM PGD Ocean Park 1,"Tòa S1.01 Khu đô thị Vinhome Ocean Park, xã Kiêu Kỵ, Đa Tốn và Dương Xá, huyện Gia Lâm, Hà Nội , Xã Kiêu Kỵ, Đa Tốn, Gia Lâm, Hà Nội, Huyện Gia Lâm, TP Hà Nội",ATM,ATM,,20.993751525878906,105.94322967529297,,
ATM BIDV Gia Lâm,"Số 741, phố Nguyễn Đức Thuận, Xã Đặng Xá, Gia Lâm, Hà Nội",ATM,ATM,,21.017051696777344,105.94754791259766,,
ATM PGD Can Lộc,"Số 03, Đường Nguyễn Huệ, Thị trấn Nghèn, Huyện Can Lộc, Tỉnh Hà Tĩnh",ATM,ATM,,18.450490951538086,105.77580261230469,,
ATM số 73 Phố Mã Mây,"Số 73 phố Mã Mây, Phường Hàng Buồm, Quận Hoàn Kiếm, TP Hà Nội",ATM,ATM,,21.0346622467041,105.85372161865234,,
ATM CTY PHUONG LINH 2,"Công ty TNHH TMDV & SX PHƯƠNG LINH, Xã Thăng Thọ, Huyện Nông Cống, Tỉnh Thanh Hoá",ATM,ATM,,19.574569702148438,105.65485382080078,,
ATM CTY PHUONG LINH 1,"Công ty TNHH TMDV & SX PHƯƠNG LINH, Xã Thăng Thọ, Huyện Nông Cống, Tỉnh Thanh Hoá",ATM,ATM,,19.574569702148438,105.65487670898438,,
ATM HUYEN THANG BINH,"35 Nguyễn Hiền, Thị Trấn Hà Lam, Huyện Thăng Bình, Tỉnh Quảng Nam",ATM,ATM,,15.741132736206055,108.35693359375,,
CRM Trụ sở CN TP Hồ Chí Minh,"Số 134, Đường Nguyễn Công Trứ, P. Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh",ATM,ATM,,10.769083023071289,106.70162200927734,,
ATM Bệnh viện Nhật Tân,"Đường Phan Đình Phùng, Phường Châu Phú B, TP Châu Đốc, Tỉnh An Giang",ATM,ATM,,10.704139709472656,105.12640380859375,,
ATM PGD Nam Ban Me,"Số 347-349, Đường Võ Văn Kiệt, Phường Khánh Xuân, Thành phố Buôn Ma Thuột, Đăk Lăk",ATM,ATM,,12.631979942321777,108.00250244140625,,
ATM Tân Hồng,"Số 258C Nguyễn Huệ, Thị trấn Sa Rài, Tân Hồng, Đồng Tháp",ATM,ATM,,10.873357772827148,105.46224975585938,,
ATM PGD Vĩnh Lộc Sài Gòn,"Số D1/5, Đường Nguyễn Thị Tú, Ấp 4, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh",ATM,ATM,,10.814519882202148,106.58280181884766,,
ATM PGD Lê Trọng Tấn,"757-757A Lê Trọng Tấn khu phố 5, Phường Bình Hưng Hòa, Quận Bình Tân, TP Hồ Chí Minh",ATM,ATM,,10.815670013427734,106.60279846191406,,
ATM KS Thái Phát Đạt,"Tổ dân phố 2, Thị trấn Tây Sơn, Huyện Hương Sơn, Tỉnh Hà Tĩnh",ATM,ATM,,18.46044158935547,105.30077362060547,,
ATM 25 Nhà Thờ,"Số 25 Phố Nhà Thờ, Phường Hàng Trống, Quận Hoàn Kiếm, TP Hà Nội",ATM,ATM,,21.029499053955078,105.85690307617188,,
ATM PGD YÊN MỸ,"Thôn Trai Trang, Thị trấn Yên Mỹ, Huyện Yên Mỹ, Tỉnh Hưng Yên",ATM,ATM,,20.88833999633789,106.03839874267578,,
ATM BIDV Phú Yên,"Số 100, Đường Duy Tân, Phường 5, Thành phố Tuy Hoà, Phú Yên",ATM,ATM,,13.092820167541504,109.30899810791016,,
ATM BIDV Phú Yên,"Số 100, Đường Duy Tân, Phường 5, Thành phố Tuy Hoà, Phú Yên",ATM,ATM,,13.092820167541504,109.30899810791016,,
ATM Sân bay Phú Quốc,"Sân bay Quốc tế Phú Quốc, Xã Dương Tơ, TP Phú Quốc, Tỉnh Kiên Giang",ATM,ATM,,10.1628999710083,103.99819946289062,,
ATM BIDV Phú Yên,"Số 100, Đường Duy Tân, Phường 5, Thành phố Tuy Hoà, Phú Yên",ATM,ATM,,13.092820167541504,109.30899810791016,,
ATM Viện Kiểm Sát Vĩnh Tường,"Đội Cấn, Thị trấn Vĩnh Tường, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc",ATM,ATM,,21.21711540222168,105.51288604736328,,
CRM+ BIDV Nam Hà Nội,"Số 1281, Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, TP Hà Nội",ATM,ATM,,20.970497131347656,105.84165954589844,,
ATM Phả Lại,"Số 2, đường Sùng Nghiêm, Phường Phả Lại, TP Chí Linh, Tỉnh Hải Dương",ATM,ATM,,21.116769790649414,106.32364654541016,,
ATM BIDV Nam Thái Nguyên,"Số120, đường Trường Chinh, Phường Ba Hàng, TP. Phổ Yên, Tỉnh Thái Nguyên, Phường Ba Hàng, TP Phổ Yên, Tỉnh Thái Nguyên",ATM,ATM,,21.41036033630371,105.87249755859375,,
ATM BIDV GIA ĐỊNH,"Số 188 Nguyễn Xí, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh",ATM,ATM,,10.78676986694336,106.69270324707031,,
CRM+ BIDV Tây Sài Gòn,"Tầng 1, số 70, Đường Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh",ATM,ATM,,10.771624565124512,106.6530990600586,,
ATM PGD Đạ Huoai,"Số 98-100, Đường 3 tháng 2, Thị trấn Đạ Tẻh, Huyện Đạ Huoai, Tỉnh Lâm Đồng",ATM,ATM,,11.50586986541748,107.48670196533203,,
ATM PGD Đạ Huoai,"247 Đường 30 tháng 4, Thị trấn Đạ Tẻh, Huyện Đạ Huoai, Tỉnh Lâm Đồng",ATM,ATM,,11.513792991638184,107.49481964111328,,
CRM BIDV Chi nhánh Nam Sài Gòn,"Tòa nhà Vinafood 2, Số 333, Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh",ATM,ATM,,10.761280059814453,106.68990325927734,,
ATM Công ty CP tập đoàn Thiên Long,"Lô 6-8-10-12, Đường Số 3, KCN Tân Tạo, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",ATM,ATM,,10.74761962890625,106.59210205078125,,
ATM KCN Vĩnh Lộc A,"Lô C44/I-C44B/I-C56/II-C57/II đường 7, Vĩnh Lộc A, Huyện Bình Chánh, TP Hồ Chí Minh",ATM,ATM,,10.830329895019531,106.57569885253906,,
ATM BV Nhi Đồng Thành Phố,"15, Võ Trần Chí, Tân Kiên, Huyện Bình Chánh, TP Hồ Chí Minh",ATM,ATM,,10.709019660949707,106.57389831542969,,
ATM BV Truyền Máu Huyết Học,"Số 1, Trần Hữu Nghiệp, Tân Kiên, Huyện Bình Chánh, TP Hồ Chí Minh",ATM,ATM,,10.705140113830566,106.57839965820312,,
ATM Cty Lawnyard VN,"F4-F5-F6 Đường số 4, Xã Tân Nhựt, Huyện Bình Chánh, TP Hồ Chí Minh",ATM,ATM,,10.741769790649414,106.54080200195312,,
ATM PGD Tân Tạo,"Tầng trệt, toà nhà lô 2-4-6, Đường C, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP Hồ Chí Minh",ATM,ATM,,10.741140365600586,106.59649658203125,,
ATM PGD Tân Tạo,"Tầng trệt, toà nhà lô 2-4-6, Đường C, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP Hồ Chí Minh",ATM,ATM,,10.741140365600586,106.59649658203125,,
ATM PGD Tân Tạo,"Tầng trệt, toà nhà lô 2-4-6, Đường C, KCN Tân Tạo, Phường Tân Tạo A, Quận Bình Tân, TP Hồ Chí Minh",ATM,ATM,,10.741140365600586,106.59649658203125,,
ATM PGD Xuân Hòa,"Đường quốc lộ 2, Thị Trấn Đạo Đức, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc",ATM,ATM,,21.25082778930664,105.67082977294922,,
ATM PGD Trưng Trắc,"khu phố 2, Thị trấn Hương Canh, Huyện Bình Xuyên, Tỉnh Vĩnh Phúc",ATM,ATM,,21.277862548828125,105.64729309082031,,
CRM BIDV Phúc Yên,"Đường Nguyễn Văn Linh, Phường Xuân Hòa, TP Phúc Yên, Tỉnh Vĩnh Phúc",ATM,ATM,,21.27861213684082,105.7289047241211,,
CRM BIDV Lam Sơn,"Số 07,  Phan Chu Trinh, Phường Điện Biên, TP Thanh Hoá, Tỉnh Thanh Hoá",ATM,ATM,,19.811609268188477,105.7761001586914,,
ATM BIDV LAM SƠN,"Số 07,  Phan Chu Trinh, Phường Điện Biên, TP Thanh Hoá, Tỉnh Thanh Hoá",ATM,ATM,,19.811609268188477,105.7761001586914,,
CRM BIDV Tây Sài Gòn,"1466 Đường Võ Văn Kiệt, Phường 3, Quận 6, TP Hồ Chí Minh",ATM,ATM,,10.743132591247559,106.64913940429688,,
ATM BIDV Chi nhánh TP Thủ Đức - PGD Lê Văn Việt,"Số 222, đường Lê Văn Việt, Phường Tăng Nhơn Phú B, TP Thủ Đức, TP Hồ Chí Minh",ATM,ATM,,10.843830108642578,106.78299713134766,,
ATM PGD Đông Hà,"Số 228, Đường Lê Duẩn, , Phường Đông Giang, TP Đông Hà, Tỉnh Quảng Trị, Phường Đông Giang, TP Đông Hà, Tỉnh Quảng Trị",ATM,ATM,,16.829755783081055,107.0948486328125,,
ATM Siêu Thị Coopmart,"01 Nguyễn Tất Thành, Phường Bình Hưng, Phan Thiết, Bình Thuận",ATM,ATM,,10.929835319519043,108.10498809814453,,
ATM BIDV Bắc Hưng Yên,"Ngã tư Phố Nối, Xã Nguyễn Văn Linh, Huyện Yên Mỹ, Tỉnh Hưng Yên",ATM,ATM,,20.930620193481445,106.05690002441406,,
CRM BIDV Bắc Hưng Yên,"Ngã tư Phố Nối, Xã Nguyễn Văn Linh, Huyện Yên Mỹ, Tỉnh Hưng Yên",ATM,ATM,,20.930620193481445,106.05690002441406,,
ATM PGD Nam Lâm Đồng,"Số 218, đường Lê Lợi, Tổ dân phố 4, Thị trấn Đạ M''ri, Huyện Đạ Huoai, Tỉnh Lâm Đồng",ATM,ATM,,11.410499572753906,107.65730285644531,,
ATM PGD Trần Nguyên Hãn,"Số 273+273A, Đường Trần Nguyên Hãn, Phường An Dương, Quận Lê Chân, TP Hải Phòng",ATM,ATM,,20.842016220092773,106.6680908203125,,
ATM PGD Trần Nguyên Hãn,"Số 273+273A, Đường Trần Nguyên Hãn, Phường An Dương, Quận Lê Chân, TP Hải Phòng",ATM,ATM,,20.842016220092773,106.6680908203125,,
ATM PGD Bàu Bàng,"Thửa đất số 1573 và 1574, tờ bản đồ số 56, Lô A, Đường NC, Thị trấn Lai Uyên, Huyện Bàu Bảng, Tỉnh Bình Dương",ATM,ATM,,11.243851661682129,106.63410186767578,,
ATM PGD Thủy Nguyên,"Số 117, Đường Bạch Đằng I, Phường Thủy Đường, Thành phố Thuỷ Nguyên, TP Hải Phòng",ATM,ATM,,20.91699981689453,106.67479705810547,,
ATM PGD Thủy Nguyên,"Số 117, Đường Bạch Đằng I, Phường Thủy Đường, Thành Phố Thuỷ Nguyên, TP Hải Phòng",ATM,ATM,,20.91699981689453,106.67479705810547,,
ATM PGD Lộc Hà,"Số nhà 150, Quốc lộ 3, Thôn Du Nội, Xã Mai Lâm, Huyện Đông Anh, TP Hà Nội",ATM,ATM,,21.148210525512695,105.89360046386719,,
ATM Công ty Công trình 6,"Tổ 36, Thị trấn Đông Anh, Huyện Đông Anh, TP Hà Nội",ATM,ATM,,21.161113739013672,105.84957885742188,,
ATM Khách sạn Sài Gòn Quy Nhơn,"24 Nguyễn Huệ, Phường Thị Nại, TP Quy Nhơn, Tỉnh Bình Định",ATM,ATM,,13.770770072937012,109.2343978881836,,
ATM PGD Lê Quý Đôn 761010,"Số 18-20-22, Đường Lê Quý Đôn, Phường Phước Trung, TP Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",ATM,ATM,,10.49314022064209,107.16940307617188,,
CRM PGD Lê Quý Đôn,"Số 18-20-22, Đường Lê Quý Đôn, Phường Phước Trung, TP Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",ATM,ATM,,10.49314022064209,107.16940307617188,,
ATM UBND TP Bà Rịa (máy đôi),"220 Cách Mạng Tháng 8, Phường Phước Trung, TP Bà Rịa, Tỉnh Bà Rịa - Vũng Tàu",ATM,ATM,,10.497529983520508,107.16790008544922,,
ATM Bệnh viện Đa khoa Bình Định,"39A đường Phạm Ngọc Thạch, Phường Trần Phú, Quy Nhơn, Bình Định",ATM,ATM,,13.766690254211426,109.2240982055664,,
ATM Phòng giao dịch Lê Hồng Phong Quy Nhơn,"Số 182, Đường Tăng Bạt Hổ, Phường Trần Phú, TP Quy Nhơn, Tỉnh Bình Định",ATM,ATM,,13.773229598999023,109.22720336914062,,
CRM BIDV SÔNG HÀN,"Số 129, Đường Lê Lợi, Phường Hải Châu, Quận Hải Châu, TP Đà Nẵng",ATM,ATM,,16.074499130249023,108.22000122070312,,
ATM Liên đoàn Địa chất Trung bộ,"613 Nguyễn Thái Học, Phường Quang Trung, Quy Nhơn, Bình Định",ATM,ATM,,13.756850242614746,109.20960235595703,,
ATM BIDV Sài Gòn - PGD NGUYỄN TRÃI,"Số 276 - 278, đường Nguyễn Trãi, Phường 7, Quận 5, TP Hồ Chí Minh",ATM,ATM,,10.756159782409668,106.67569732666016,,
ATM HOI SO CHI NHANH SAI GON,"Số 271, Đường An Dương Vương, Phường 2, Quận 5, TP Hồ Chí Minh",ATM,ATM,,10.760760307312012,106.68260192871094,,
ATM HỘI SỞ CN SÀI GÒN,"Số 271, Đường An Dương Vương, Phường 2, Quận 5, TP Hồ Chí Minh",ATM,ATM,,10.760760307312012,106.68260192871094,,
ATM BIDV Sài Gòn - PGD CAO THẮNG,"181B Ba Tháng Hai, Phường 10, Quận 10, TP Hồ Chí Minh",ATM,ATM,,10.772000312805176,106.67510223388672,,
ATM PGD Bắc Tân Uyên,"Số 212 Đường ĐH 411, Thị trấn Tân Thành, Huyện Bắc Tân Uyên, Tỉnh Bình Dương",ATM,ATM,,11.14236068725586,106.84367370605469,,
ATM Đại học Quy Nhơn,"170 An Dương Vương, Phường Nguyễn Văn Cừ, Quy Nhơn, Bình Định",ATM,ATM,,13.7579927444458,109.21863555908203,,
CRM BIDV Bình Định,"Số 72, Đường Lê Duẩn, Phường Trần Phú, TP Quy Nhơn, Tỉnh Bình Định",ATM,ATM,,13.767459869384766,109.22119903564453,,
ATM PGD Trần Hưng Đạo,"Số 273, Đường Trần Hưng Đạo, Phường Thị Nại, TP Quy Nhơn, Tỉnh Bình Định",ATM,ATM,,13.775670051574707,109.231201171875,,
CRM BIDV Chi nhánh Lạch Tray,"Số 126 Lạch Tray, Phường Lạch Tray, Quận Ngô Quyền, TP Hải Phòng",ATM,ATM,,20.845857620239258,106.69145965576172,,
ATM BIDV PGD Ngô Quyền,"308 - 310 Lạch Tray, Phường Kênh Dương, Quận Lê Chân, TP Hải Phòng",ATM,ATM,,20.835479736328125,106.6961898803711,,
ATM Trung tâm thương mại Quy Nhơn,"07 Lê Duẩn, Phường Trần Phú, TP Quy Nhơn, Tỉnh Bình Định",ATM,ATM,,13.765281677246094,109.22139739990234,,
ATM PGD Đất Đỏ,"07A, Tổ 01, Khu phố Hòa Hội, Thị trấn Đất Đỏ, Huyện Long Đất, Bà Rịa - Vũng Tàu",ATM,ATM,,10.479040145874023,107.27100372314453,,
ATM PGD Phước Tỉnh,"Tổ 7, Ấp Lò Vôi, Xã Phước Hưng, Huyện Long Đất, Tỉnh Bà Rịa - Vũng Tàu",ATM,ATM,,10.417289733886719,107.21769714355469,,
ATM PGD Hòa Long,"Số 928, Hương lộ 2, Ấp Nam, Xã Hoà Long, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu",ATM,ATM,,10.520210266113281,107.20649719238281,,
ATM PGD Phan Thiết,"Số 125, Đường Trần Phú, Phường Lạc Đạo, TP Phan Thiết, Tỉnh Bình Thuận",ATM,ATM,,10.925860404968262,108.09590148925781,,
ATM PGD NAM VĨNH YÊN,"Đường Tôn Đức Thắng, Phường Khai Quang, TP Vĩnh Yên, Tỉnh Vĩnh Phúc",ATM,ATM,,21.312759399414062,105.61528778076172,,
CRM BIDV Vĩnh Phúc,"Số 08, Đường Kim Ngọc, Phường Ngô Quyền, TP Vĩnh Yên, Vĩnh Phúc",ATM,ATM,,21.309070587158203,105.59449768066406,,
ATM UBND thị trấn Hợp Châu,"Hợp Châu, Huyện Tam Đảo, Tỉnh Vĩnh Phúc",ATM,ATM,,21.3887882232666,105.61418151855469,,
ATM PGD TX Quảng Trị,"Số 116, Đường Lê Duẩn, Phường 1, TX Quảng Trị, Tỉnh Quảng Trị",ATM,ATM,,16.740711212158203,107.18402099609375,,
ATM PGD Bến Lức,"Số 34A, Đường Nguyễn Hữu Thọ, Thị trấn Bến Lức, Huyện Bến Lức, Long An",ATM,ATM,,10.637080192565918,106.48909759521484,,
ATM PGD Bến Lức,"Số 34A, Đường Nguyễn Hữu Thọ, Thị trấn Bến Lức, Huyện Bến Lức, Long An",ATM,ATM,,10.637080192565918,106.48909759521484,,
