Name,Address,BranchType,LayerType,WorkingTime,Latitude,Longitude,latitude,longitude
CN Kon Tum,"Số 1A, Đường Trần Phú, Phường Quyết Thắng, Thành phố Kon Tum, Kon Tum",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h00, chiều 13h00-16h45",14.346400260925293,108.00440216064453,,
CN Ba Đình,"Số 57, Đường Láng Hạ, Phường Thành Công, Quận Ba Đình, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.01923942565918,105.81710052490234,,
CN Chợ Lớn,"Số 49, Đường Kinh Dương Vương, Phường 12, Quận 6, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.752229690551758,106.63240051269531,,
CN Bắc Hà,"Tòa nhà VP Cty 789 - Số 147, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.046009063720703,105.79979705810547,,
CN Gia Lai,"Số 112, Đường Lê Lợi, Phường Hoa Lư, Thành phố Pleiku, Gia Lai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",13.985650062561035,108.0072021484375,,
CN Cầu Giấy,"Số 263, Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.03430938720703,105.7957992553711,,
CN Bắc Ninh,"Số 01, Đường Nguyễn Đăng Đạo, Phường Suối Hoa, TP Bắc Ninh, Bắc Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.184799194335938,106.0687026977539,,
CN Đông Sài Gòn,"Số 23A và 25, Đường Đặng Văn Bi, Phường Trường Thọ, TP. Thủ Đức, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h00-16h30",10.840729713439941,106.76509857177734,,
CN Nam Gia Lai,"Số 117, Đường Trần Phú, Phường Diên Hồng, Thành phố Pleiku, Gia Lai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",13.977190017700195,107.99510192871094,,
CN Đống Đa,"Số 71, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 08h00-12h00, Chiều 13h-16h00",21.024080276489258,105.81099700927734,,
CN Đông Đô,"Số 27, Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.013690948486328,105.80339813232422,,
CN Gia Định,"Lô L1-01 Lầu 1 và Lô L3-01 Lầu 3 Trung tâm Thương mại Vincom Plaza KĐT Saigonres, số 188, Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.816619873046875,106.70700073242188,,
CN Đông Hà Nội,"Số 46, Đường Cao Lỗ, Tổ 2, Thị trấn Đông Anh, Huyện Đông Anh, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.140600204467773,105.847900390625,,
CN Buôn Hồ,"Số 476, Đường Hùng Vương, Phường An Bình, Buôn Hồ, Đăk Lăk",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h15-11h30, Chiều 13h30-16h45",12.914649963378906,108.26570129394531,,
CN Đăk Lăk,"Số 17, Đường Nguyễn Tất Thành, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đăk Lăk",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h15-11h30, Chiều 13h30-17h00",12.686079978942871,108.05339813232422,,
CN Kỳ Hoà,"Số 137C, Đường Nguyễn Chí Thanh, Phường 9, Quận 5, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.759369850158691,106.66670227050781,,
CN Gia Lâm,"Số 741, Đường Nguyễn Đức Thuận, Xã Đặng Xá, Huyện Gia Lâm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.01667022705078,105.94499969482422,,
CN Hà Đông,"Số 197, Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h-11h30, Chiều 13h30-16h30",20.968460083007812,105.77339935302734,,
CN Nam Sài Gòn,"Tòa nhà Vinafood 2, Số 333, Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.761280059814453,106.68990325927734,,
CN Đông Đăk Lăk,"Số 55, Đường Nguyễn Tất Thành, Thị trấn EaKar, Huyện Ea Kar, Đăk Lăk",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng: 7h00 - 11h30, Chiều: 13h30-17h00",12.83141040802002,108.45700073242188,,
CN Phú Mỹ Hưng,"Số 27-29, Khu phố Kim Long, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.721570014953613,106.70159912109375,,
CN Hà Thành,"Số 74, Phố Thợ Nhuộm, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.024009704589844,105.84729766845703,,
CN Bảo Lộc,"Số 52, Đường Lê Thị Pha, Phường 1, Thành phố Bảo Lộc, Lâm Đồng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",11.546099662780762,107.80840301513672,,
CN Quận 3 Thành phố Hồ Chí Minh,"Tầng trệt, 1, 2, 3, 4 và 5, Tòa nhà Comeco, số  549 đường Điện Biên Phủ, Phường 03, Quận 3, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.770549774169922,106.6771011352539,,
CN Đà Lạt,"Số 28 Khu Hoà Bình, phường 1, Tp. Đà Lạt, tỉnh Lâm Đồng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",11.94340991973877,108.43579864501953,,
CN Hai Bà Trưng,"Toà nhà VCCI Tower, số 9, Đường Đào Duy Anh, Phường Phương Mai, Quận Đống Đa, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.008380889892578,105.83789825439453,,
CN Hoài Đức,"Tòa nhà CT1A, KĐT Tân Tây Đô, Xã Tân Lập, Huyện Đan Phượng, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.0733699798584,105.70179748535156,,
CN Sở Giao dịch 2,"Số 4-6, Đường Võ Văn Kiệt, Phường Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.770150184631348,106.7041015625,,
CN Hoàn Kiếm,"Số 194, Đường Trần Quang Khải, Phường Lý Thái Tổ, Quận Hoàn Kiếm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.029499053955078,105.85690307617188,,
CN Bình Phước,"Số 737, Quốc lộ 14, Phường Tân Bình, Thành phố Đồng Xoài, Bình Phước",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",11.532320022583008,106.88400268554688,,
CN Tân Bình,"Số 271-273-275, Đường Cộng Hoà, Phường 13, Quận Tân Bình, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.80189037322998,106.64440155029297,,
CN Thái Bình,"Số 80B, Đường Lý Thường Kiệt, Phường Lê Hồng Phong, TP Thái Bình, Thái Bình",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",20.451099395751953,106.3479995727539,,
CN Hoàng Mai Hà Nội,"Tầng 1 và tầng 2, Tòa CT4 Eco Green City, KĐT Tây Nam Kim Giang I, Xã Tân Triều, Huyện Thanh Trì, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.98358917236328,105.80870056152344,,
CN Tây Ninh,"Số 492, Đường 30/4, Khu 5, Phường 3, Thành phố Tây Ninh, Tây Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h30, Chiều 13h30-16h30",11.322810173034668,106.10140228271484,,
CN Bình Dương,"Số 549, Đại lộ Bình Dương, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",10.987669944763184,106.66470336914062,,
CN Thành phố Thủ Đức,"Một phần tòa nhà tại địa chỉ số 650-652-652A Xa Lộ Hà Nội, Khu phố 1, Phường Phước Long B, TP Thủ Đức, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.839249610900879,106.7686996459961,,
CN Long Biên Hà Nội,"Số 137A, Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.04258918762207,105.87059783935547,,
CN Thủ Thiêm,"Tầng trệt, tầng lửng, tầng 1, tầng 2 và tầng 3 Tòa nhà số 33-33A, Đường Trần Não, Phường An Khánh, TP Thủ Đức, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.796319961547852,106.73139953613281,,
CN TP Hồ Chí Minh,"Số 134, Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.769309997558594,106.70159912109375,,
CN Nam Hà Nội,"Số 1281, Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.970430374145508,105.84159851074219,,
CN Ngọc Khánh Hà Nội,"Tòa nhà Thái Nam Building, lô E2 đường Dương Đình Nghê, phường Yên Hòa, quận Cầu Giấy, TP Hà Nội, Yên Hòa, Quận Cầu Giấy, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.01968002319336,105.7844009399414,,
CN Trung tâm Sài Gòn,"472-472A-472C đường Nguyễn Thị Minh Khai, Phường 02, Quận 3, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.767290115356445,106.68319702148438,,
CN Quang Minh,"Km số 9, Đường Bắc Thăng Long - Nội Bài, gần KCN Quang Minh, Thị trấn Quang Minh, Huyện Mê Linh, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.191469192504883,105.78089904785156,,
CN Quang Trung,"Toà nhà Prime Center, Số 53, Phố Quang Trung, Phường Nguyễn Du, Quận Hai Bà Trưng, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.018369674682617,105.84750366210938,,
CN Thủ Dầu Một,"Số 37, Đường Yersin, Phường Phú Cường, Thành phố Thủ Dầu Một, Bình Dương",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.983449935913086,106.66290283203125,,
CN Sở Giao dịch 1,"Vincom Tower, Số 191, Đường Bà Triệu, Phường Lê Đại Hành, Quận Hai Bà Trưng, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.011320114135742,105.8490982055664,,
CN Thanh Hoá,"Số 26, Đại lộ Lê Lợi, Phường Điện Biên, Thành phố Thanh Hoá, Thanh Hoá",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h00",19.807889938354492,105.77639770507812,,
CN Tuyên Quang,"Số 4, Đường Bình Thuận, Phường Minh Xuân, TP Tuyên Quang, Tỉnh Tuyên Quang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-12h, Chiều 13h30-17h00",21.820669174194336,105.21540069580078,,
CN Sở Giao dịch 3,"Số 20, Phố Hàng Tre, Phường Lý Thái Tổ, Quận Hoàn Kiếm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h-11h30, Chiều 13h-16h30",21.033029556274414,105.8551025390625,,
CN Đông Đồng Nai,"Số 115B, Đường Lê Duẩn, Khu Phước Hải, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.792880058288574,106.94619750976562,,
CN Tây Hồ,"Số 246, Đường Võ Chí Công, PhườngXuân La, Quận Tây Hồ, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.063940048217773,105.80570220947266,,
CN Đồng Nai,"Số 244, Đường Đồng Khởi, Khu 4, Phường Tân Hiệp, Thành phố Biên Hoà, Đồng Nai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.955610275268555,106.86530303955078,,
CN Nam Đồng Nai,"Lô F1, Quốc lộ 51, Phường Long Bình Tân, Thành phố Biên Hoà, Đồng Nai",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.902569770812988,106.85099792480469,,
CN Thăng Long,"Số 3, Đường Phạm Hùng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.031309127807617,105.77989959716797,,
CN Phủ Quỳ,"Số 417, Đường Trần Hưng Đạo, khối Tân Phú, Phường Hoà Hiếu, Thị xã Thái Hoà, Nghệ An",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",19.319480895996094,105.443603515625,,
CN Thành Vinh,"Số 66, Đường Nguyễn Thị Minh Khai, Phường Hưng Bình, Thành phố Vinh, Nghệ An",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-17h30",18.68722915649414,105.67559814453125,,
CN Sơn La,"Số 188, Đường Tô Hiệu, Phường Tô Hiệu, TP Sơn La, Tỉnh Sơn La",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h30-16h30",21.332700729370117,103.90859985351562,,
CN Thành Đô,"Số 469, Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.032960891723633,105.90869903564453,,
CN Thanh Xuân,"Center Building, Hapulico Complex, số 1, Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.002370834350586,105.80560302734375,,
CN Nam Hà Tĩnh,"Trung tâm, Xã Kỳ Tân, Huyện Kỳ Anh, tỉnh Hà Tĩnh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h15, Chiều 14h-17h15",18.08449935913086,106.2853012084961,,
CN Hoà Bình,"Đường Lê Thánh Tông, Phường Hữu Nghị, TP Hoà Bình, Tỉnh Hoà Bình",Chi nhánh,Chi nhánh,"Thứ 2 đến thứ 6. Mùa hè: buổi sáng từ 07h00 đến 11h30, buổi chiều từ 13h30 đến 17h00. Mùa đông: buổi sáng từ 07h30 đến 11h30, buổi chiều từ 13h00 đến 17h00",20.828550338745117,105.33689880371094,,
CN Quảng Bình,"Số 189, Đường Hữu Nghị, Phường Nam Lý, Thành phố Đồng Hới, Quảng Bình",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",17.470430374145508,106.6082992553711,,
CN Tràng Tiền - Hà Nội,"Số 41, Đường Hai Bà Trưng, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.025569915771484,105.84860229492188,,
CN Long An,"Số 140, Đường Hùng Vương, Phường 1, TP Tân An, Tỉnh Long An",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.53594970703125,106.40619659423828,,
CN Từ Liêm,"Tòa nhà Sunsquare, số 21, đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h-11h30, Chiều 13h-16h30",21.033689498901367,105.77020263671875,,
CN Quảng Trị,"Số 24, Đường Hùng Vương, Phường 1, Thành phố Đông Hà, Quảng Trị",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",16.816190719604492,107.1001968383789,,
CN Vạn Phúc Hà Nội,"Lô số A12-LK1, ô số 01 và 02, khu A, Khu đô thị mới Lê Trọng Tấn - GELEXIMCO, Xã An Khánh, Huyện Hoài Đức, TP Hà Nội",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h00-12h00, Chiều 13h30-16h30",21.0049991607666,105.73069763183594,,
CN Mộc Hoá,"Số 6, Đường 30/4, Phường 1, Thị xã Kiến Tường, Long An",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.778389930725098,105.93710327148438,,
CN Phú Xuân,"Số 15A, Đường Nguyễn Huệ, Phường Vĩnh Ninh, Quận Thuận Hóa, Thành phố Huế",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",16.458030700683594,107.5811996459961,,
CN Mỹ Tho,"Số 34-36, Đường Lê Lợi, Phường 1, Thành phố Mỹ Tho, Tiền Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.35990047454834,106.36730194091797,,
CN Lạng Sơn,"Số 29, Đường Lê Lợi, Phường Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 07h30-11h00, Chiều 13h30-17h00",21.852659225463867,106.75879669189453,,
Trung tâm Khách hàng Cá nhân Cao cấp,"Số 194 đường Trần Quang Khải, Phường Lý Thái Tổ, Quận Hoàn Kiếm, TP Hà Nội",Chi nhánh,Chi nhánh,1,21.029619216918945,105.85710144042969,,
CN Bà Chiểu,"Tầng trệt tầng lửng và tầng 4, Số 153, Đường Hai Bà Trưng, Phường 6, Quận 3, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.783550262451172,106.69719696044922,,
CN Huế,"Số 41, Đường Hùng Vương, Phường Phú Hội, Quận Thuận Hóa, Thành phố Huế",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",16.46385955810547,107.59510040283203,,
CN Ba Mươi Tháng Tư,"Một phần tầng 1 (tầng trệt) và một phần tầng 2 Tòa nhà Leman Luxury Apartments, số 117 Nguyễn Đình Chiểu, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h00-11h30, Chiều 13h-17h00",10.7777099609375,106.69000244140625,,
CN Bắc Giang,"Số 2, Đường Nguyễn Gia Thiều, Phường Trần Phú, Thành phố Bắc Giang, Bắc Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.277149200439453,106.19219970703125,,
CN Bắc Sài Gòn,"Số 290, Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 8h-11h30, Chiều 13h-16h30",10.789830207824707,106.68409729003906,,
CN Hùng Vương,"Tòa nhà Nhà Văn Hóa Lao Động Phú Thọ, Đường Hùng Vương, Phường Tiên Cát, TP Việt Trì, Tỉnh Phú Thọ",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.314109802246094,105.39399719238281,,
CN Bến Nghé,"Số 34, Đường Nguyễn Thị Diệu, Phường Võ Thị Sáu, Quận 3, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-16h30",10.775400161743164,106.68800354003906,,
CN Bến Thành,"Số 85, Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.768059730529785,106.68669891357422,,
CN Hội An,"Số 86, Đường Trần Hưng Đạo, Phường Cẩm Phô, Hội An, Quảng Nam",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.88012981414795,108.32489776611328,,
CN Bình Điền Sài Gòn,"Tòa nhà số 230-232-234, Đường Dương Bá Trạc, Phường 2, Quận 8, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.7460298538208,106.68900299072266,,
CN Bình Hưng,"Lô S, Tòa nhà Văn phòng, khu số 9, Quốc Lộ 50, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.721260070800781,106.65609741210938,,
CN Hạ Long,"Số 74, Đường Trần Hưng Đạo, Phường Trần Hưng Đạo, TP Hạ Long, Quảng Ninh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",20.95684051513672,107.08560180664062,,
CN Vĩnh Long,"Số 15A, Đường Lê Lợi, Phường 1, Thành phố Vĩnh Long, Vĩnh Long",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h00, Chiều 13h-16h30",10.255399703979492,105.97100067138672,,
CN Bình Thạnh,"Số 11, Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Thành phố Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.804719924926758,106.69159698486328,,
CN Dung Quất,"Thôn Trung An, Xã Bình Thạnh, Huyện Bình Sơn, Quảng Ngãi",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",15.370450019836426,108.76249694824219,,
CN Châu Thành Sài Gòn,"Tòa nhà số 497, Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.847780227661133,106.67829895019531,,
CN Bình Định,"Số 72, Đường Lê Duẩn, Phường Trần Phú, TP Quy Nhơn, Tỉnh Bình Định",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",13.767439842224121,109.22119903564453,,
CN Phúc Yên,"Đường Hai Bà Trưng, Phường Hùng Vương, TP Phúc Yên, Vĩnh Phúc",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",21.230600357055664,105.70320129394531,,
CN Phú Tài,"Số 340 Lạc Long Quân, Phường Trần Quang Diệu, Quy Nhơn, Bình Định",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h00, Chiều 13h-16h30",13.785880088806152,109.14640045166016,,
CN Bắc An Giang,"Số 14, Đường Quang Trung, Phường Châu Phú B, Thành phố Châu Đốc, An Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h00-11h00, Chiều 13h-16h30",10.709580421447754,105.118896484375,,
CN Đồng Bằng Sông Cửu Long,"Số 53-53A, Đường Võ Văn Tần, Phường Tân An, Quận Ninh Kiều, TP Cần Thơ",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.03240966796875,105.7854995727539,,
CN Nha Trang,"Số 11, Đường Quang Trung, Phường Vạn Thạnh, Thành phố Nha Trang, Khánh Hoà",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",12.250940322875977,109.19039916992188,,
CN Tây Đô,"Số 05, Đường Phan Đình Phùng, Phường Tân An, Quận Ninh Kiều, TP Cần Thơ",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",10.034919738769531,105.78720092773438,,
CN Ninh Thuận,"Số 138, Đường 21/8, Phường Phước Mỹ, Thành phố Phan Rang - Tháp Chàm, Ninh Thuận",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h-11h, Chiều 13h30h-17h30",11.58368968963623,108.970703125,,
CN Hậu Giang,"Số 16, Đường Nguyễn Công Trứ, Phường 1, Thành phố Vị Thanh, Hậu Giang",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.779173851013184,105.46690368652344,,
CN Sóc Trăng,"Số 05, Đường Trần Hưng Đạo, Phường 3, Thành phố Sóc Trăng, Sóc Trăng",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",9.601236343383789,105.97370147705078,,
CN Yangon,"9th Floor, HAGL - Myanmar Tower, No 192 Kabar Aye Pagoda Street, Khác, Khác, Khác",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng 7h30-11h30, Chiều 13h-17h00",16.82761001586914,96.15522766113281,,
CN Yên Bái,"Số 765, Đường Điện Biên, Tổ 8, Phường Minh Tân, Thành phố Yên Bái, Yên Bái",Chi nhánh,Chi nhánh,"Thứ 2-6: Sáng: 7h30-11h30, Chiều: 13h00-17h00",21.715490341186523,104.90509796142578,,
CN Vĩnh Phúc,"Số 08, Đường Kim Ngọc, Phường Ngô Quyền, TP Vĩnh Yên, Vĩnh Phúc",Chi nhánh,Chi nhánh,"Mùa đông (Thứ 2-Thứ 6): Sáng 7h30-11h30, Chiều 13h – 17h. Mùa hè (Thứ 2-Thứ 6): Sáng 7h00-11h30, Chiều 13h30 – 17h",21.309070587158203,105.59449768066406,,
