Name,Address,Type,WorkingHour,Latitude,Longitude
CRM CN Võ Chí Công,"Tầng 1 tòa nhà N01-T04, khu đô thi Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm, Hà Nội",,<p>Hoạt động 247</p>,21.0638227,105.1599141
CRM CN Hồng Hà,"Học viện Quân y, số 160 đường Phùng Hưng, Phúc La, Hà Đông, Hà Nội",,<p>Hoạt động 247</p>,20.967790195588,105.7877905
CRM PGD Từ Liêm,"Số 01 Lê Đức Thọ, Mai Dịch, Cầu Giấy, Hà Nội",,<p>Hoạt động 247</p>,21.0377903,106.6764518
CRM PGD Lạc Long Quân,"Lô đất số 06 ôD9B, khu BT Vườn Đào, Lạc Long Quân, Tây Hồ, Hà Nội",,<p>Hoạt động 247</p>,21.0652304,106.1542366
CRM CN Linh Đàm,"BT4,Ô4, Bắc Linh Đàm, Đại Kim, Hoàng Mai, Hà Nội",,<p>Hoạt động 247</p>,20.9712376,108.4867876
CRM PGD Nam Trung Yên,"Số 158 Vũ Phạm Hàm, Yên Hòa, Cầu Giấy, Hà Nội",,<p>Hoạt động 247</p>,21.0148956,105.4010976
CRM PGD Yên Phong,"Tầng 1 tòa nhà đường 286, thôn Ngân Cầu, thị trấn Chờ, Yên Phong, Bắc Ninh",,<p>Hoạt động 247</p>,21.11579264,105.57217224
ATM PGD Xuân Diệu,"Tầng 1 tòa nhà số 114 Xuân Diệu, Tứ Liên, Tây Hồ, Hà Nội",,<p>Hoạt động 247</p>,21.062946,106.6994943
ATM PGD Vĩnh Phúc,"Tòa nhà K2, khu 7.2 HA Vĩnh Phúc, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.0405256,10276.54316
CRM CN Gia Lâm,"Số 132 - 134 Ngô Xuân Quảng, thị trấn Trâu Quỳ, huyện Gia Lâm, Hà Nội",,<p>Hoạt động 247</p>,21.0149371,109.0879495
ATM Bưu cục cấp 3 Đa Tốn,"Bưu cục cấp 3 Đa Tốn, xã Đa Tốn, Gia Lâm, Hà Nội",,<p>Hoạt động 247</p>,20.9437342,105.2134973
ATM Đại học Công nghiệp Dệt may Hà Nội,"Xã Lệ Chi, Gia Lâm, Hà Nội",,<p>Hoạt động 247</p>,21.0375278,105.564285
ATM Công ty Gaet,"Số 21 Linh Lang, Kim Mã Thượng; Cống Vị, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.037004,106.6675235
CRM CN Điện Biên Phủ,"Số 28 A Điện Biên Phủ, Điện Biên, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.0323227,106.414178
ATM Lữ đoàn 26,"Lữ đoàn 26, Trường Chinh, Thanh Xuân, Hà Nội",,<p>Hoạt động 247</p>,21.000917,108.3537125
CRM CN Lý Nam Đế,"Số 14C Lý Nam Đế, Hoàn Kiếm, Hà Nội",,<p>Hoạt động 247</p>,21.0375324,105.7763479
ATM Bệnh viện Tâm Anh,"Số 108 Hoàng Như Tiếp, Bồ Đề, Long Biên, Hà Nội",,<p>Hoạt động 247</p>,21.0407355,106.3169251
ATM Văn phòng Chủ tịch Nước,"Số 1A, ngõ 1B Hoàng Hoa Thám, Ngọc Hà, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.0416525,106.1436834
ATM Quân khu Thủ Đô,"Số 04 Phạm Hùng, Cầu Giấy, Hà Nội",,<p>Hoạt động 247</p>,20.9971857,108.2075651
ATM Phòng không Không quân,"Số 171 Trường Chinh, Thanh Xuân Hà Nội",,<p>Hoạt động 247</p>,21.0431952,107.1086482
CRM CN Long Biên,"Số 137C Nguyễn Văn Cừ,Ngọc Lâm, Long Biên, Hà Nội",,<p>Hoạt động 247</p>,21.0431952,107.1086482
ATM Công ty X26,"Ngọc Thụy, Long Biên, Hà Nội",,<p>Hoạt động 247</p>,21.0617422,106.0023213
ATM Công ty Tissue Sông Đuống,"Số 672 Ngô Gia Tự, Long Biên, Hà Nội",,<p>Hoạt động 247</p>,"21.0755204,",105.9062108
ATM Công ty X20,"Phúc Đồng, Long Biên, Hà Nội",,<p>Hoạt động 247</p>,21.0355359,105.836471
CRM CN Thăng Long,"Số 34 Láng Hạ, Đống Đa, Hà Nội",,<p>Hoạt động 247</p>,21.0147446,108.6390534
CRM PGD Minh Khai,"Số 409 Kim Ngưu, Vĩnh Tuy, Hoàng Mai, Hà Nội",,<p>Hoạt động 247</p>,21.0077535,105.858487
ATM/CRM CN Hoàng Quốc Việt,"Số 126 Hoàng Quốc Việt, Cầu Giấy, Hà Nội",,<p>Hoạt động 247</p>,21.0465107,105.5062851
ATM Công ty TCMS,"KCN Gián Khẩu, Gia Viễn, Ninh Bình",,<p>Hoạt động 247</p>,20.3298401,106.3297714
ATM Bệnh viện 108,"Số 3 Trần Hưng Đạo, Bạch Đằng, Hà Bà Trưng, Hà Nội",,<p>Hoạt động 247</p>,21.0181342,105.8425906
ATM Phạm Ngũ Lão ,"Số 33 Phạm Ngũ Lão, Phan Chu Trinh, Hoàn Kiếm, Hà Nội",,<p>Hoạt động 247</p>,21.0221105,106.6532996
CRM  CN Hoàn Kiếm,"Số 79 Lý Thường Kiệt, Hoàn Kiếm, Hà Nội",,<p>Hoạt động 247</p>,21.0249818,103.9702476
CRM CN Thành Công,"Số 165 Thái Hà, Láng Hạ, Đống Đa, Hà Nội",,<p>Hoạt động 247</p>,21.0145151,105.8463993
CRM Học viện Ngân Hàng,"Số 12 Chùa Bộc, Quang Trung, Đống Đa, Hà Nội",,<p>Hoạt động 247</p>,21.0079998,105.2535325
CRM CN Giảng Võ,"TTTM Chợ Mơ, số 459 Bạch Mai, Trương Định, Hai Bà Trưng, Hà Nội",,<p>Hoạt động 247</p>,20.9965402,105.907181
ATM Giang Văn Minh,"Số 1 Giang Văn Minh, Kim Mã, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.0297678,107.2406966
CRM CN Giải Phóng,"Số 360 Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội",,<p>Hoạt động 247</p>,20.9910202,106.6825086
CRM CN Nam Hà Nội,"Số 8 Phạm Ngọc Thạch, Kim Liên, Đống Đa, Hà Nội",,<p>Hoạt động 247</p>,21.00395244,105.50118752
ATM Đại học Kinh tế Quốc Dân,"Cổng ĐH Kinh tế Quốc Dân, Trần Đại Nghĩa, Hai Bà Trưng, Hà Nội",,<p>Hoạt động 247</p>,20.9999301,105.5804155
CRM Đại học Ngoại Thương,"Khu B Đại học Ngoại Thương, Số 91 Chùa Láng, Láng Thượng, Đống Đa, Hà Nội",,<p>Hoạt động 247</p>,21.023038,105.8059038
CRM Đại học kinh tế Quốc Dân,"Tòa A2  Đại học Kinh tế Quốc dân, số 207 Giải Phóng, Hai Bà Trưng,Hà Nội",,<p>Hoạt động 247</p>,21.0001078,105.8408771
CRM CN Ngô Gia Tự,"Sô 32 Ngô Gia Tự, Đức Giang, Long Biên,Hà Nội",,<p>Hoạt động 247</p>,21.0564215,105.8877401
ATM/CRM CN Lê Trọng Tấn,"Số 164 Lê Trọng Tấn, Khương Mai, Thanh Xuân, Hà Nội",,<p>Hoạt động 247</p>,20.9952724,105.7058254
CRM PGD Thụy Khuê,"Tòa Sun Grand, số 69B Thụy Khuê, Tây Hồ, Hà Nội",,<p>Hoạt động 247</p>,21.0415995,105.8255589
CRM CN Hà Thành,"Số 47 Phan Đình Phùng, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.02250584,105.50356236
CRM PGD Nhân Chính,"Số 98A Ngụy Như Kon Tum, Nhân Chính, Thanh Xuân, Hà Nội",,<p>Hoạt động 247</p>,21.0002578,106.049447
CRM PGD Tây Sơn,"Số 539 Vũ Tông Phan, Khương Đình, Thanh Xuân, Hà Nội",,<p>Hoạt động 247</p>,21.0022493,105.7025266
CRM PGD Bà Triệu,"Số 18 Ngô Quyền, Tràng Tiền, Hoàn Kiếm, Hà Nội",,<p>Hoạt động 247</p>,21.0245006,106.7364969
CRM PGD Tân Mai,"Số 641, nhà H5, TT Tân Mai, Hoàng Mai, Hà Nội",,<p>Hoạt động 247</p>,20.983451,105.8490796
ATM PGD Lý Thái Tổ,"Số 17 Tông Đản, Tràng Tiền, Hoàn Kiếm, Hà Nội",,<p>Hoạt động 247</p>,21.0266687,105.6925902
ATM Bệnh viện 354,"Bệnh viện 354 số 120 Đốc Ngữ, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.0399587,106.9379768
ATM Chợ Bưởi ,"Đường Lạc Long Quân, Bưởi, Tây Hồ, Hà Nội",,<p>Hoạt động 247</p>,21.0479839,106.7535571
CRM CN Ba Đình,"Số 3 Liễu Giai, Cống Vị, Ba Đình, Hà Nội",,<p>Hoạt động 247</p>,21.035467,106.6809875
ATM Hoàng Sâm,"Số 17 Hoàng Sâm, Nghĩa Đô, Cầu Giấy, Hà Nội",,<p>Hoạt động 247</p>,21.043386,106.690802
ATM Công ty Newtatco,"Số 125 Hoàng Văn Thái, Khương Trung, Thanh Xuân, Hà Nội",,<p>Hoạt động 247</p>,20.9964748,105.7862018
ATM Công ty Xi măng La Hiên,"Công ty Xi măng La Hiên, huyện Võ Nhai, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.6995256,106.8810315
ATM Nhà máy Z131,"Cổng 2, nhà máy Z131, xã Đồng Tiến, huyện Phổ Yên, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.4229445,106.718145
ATM Công ty X79,"Công ty X79, phường Tân Thịnh, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.5816641,107.966439
ATM Lữ đoàn thông tin 601,"Lữ đoàn thông tin 601, xã Hóa Thượng, huyện Đồng Hỷ, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.6492899,106.8991577
ATM Lữ đoàn 382,"Lữ đoàn 382, xã Thịnh Đức, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.5292897,105.8763731
CRM CN Thái Nguyên,"Tòa nhà số 679 Lương Ngọc Quyến, phường Phan Đình Phùng, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.5815901,107.9902503
ATM Kho KV3,"Xã Phục Linh, huyện Đại Từ, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.670035,105.7801685
ATM Lữ đoàn Không quân 210,"Tích Lương, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.5377393,105.7038426
ATM Công ty Shints Thái Nguyên,"Thị trấn Đu, huyện Phú Lương, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.745771,105.8293947
ATM Trung đoàn 209,"Phường Thắng Lợi, huyện Sông Công, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.454095,105.3499725
ATM Trung đoàn 651,"Xã Hóa Thượng, huyện Đồng Hỷ, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.6397446,106.5870361
ATM Nhà máy Z127,"Nhà máy Z127, tổ 14, phường Quan Triều, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.6091383,106.7658948
ATM Nhà máy Z115,"Phường Quyết Thắng, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.6092874,108.7710499
ATM Bộ tham mưu Quân khu 1,"Xã Hóa Thượng, huyện Đồng Hỷ, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.6492899,105.8128864
CRM PGD Trưng Vương,"Tầng 1, Công trình Chợ Thái, Trưng Vương, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.5993007,107.1844488
CRM PGD Hoàng Văn Thụ,"Số 65 Hoàng Văn Thụ, Phan Đình Phùng, thành phố Thái Nguyên",,<p>Hoạt động 247</p>,21.5923049,108.0763983
CRM PGD Phổ Yên,"Tổ dân phố 2, phường Ba Hàng, thị xã Phổ Yên, tỉnh Thái Nguyên",,<p>Hoạt động 247</p>,21.4146587,106.265064
ATM Bộ chỉ huy Quân sự tỉnh Gia Lai,"Tổ 7, phường Đống Đa, thành phố Pleiku, tỉnh Gia Lai",,<p>Hoạt động 247</p>,14.0162063,105.7703847
ATM Trường trung cấp nghề 15 - Binh đoàn 15,"Số 252 Trường Sơn, thành phố Pleiku, tỉnh Gia Lai",,<p>Hoạt động 247</p>,14.0373828,105.7225509
ATM Lữ đoàn 234,"Xã La Băng, huyện Đăk Đoa, tỉnh Gia Lai",,<p>Hoạt động 247</p>,13.8770174,108.0296856
ATM Sư đoàn 320,"Ngô Quyền, xã Biển Hồ, thành phố Pleiku, tỉnh Gia Lai",,<p>Hoạt động 247</p>,14.0358604,108.0135451
CRM PGD Tân Hương,"Số 229 Tân Hương, Tân Quý, Tân Phú, thành phố Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7898863,105.1874337
CRM CN Hồ Chí Minh,"Số 18B Cộng Hòa, phường 4, Tân Bình, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8010025,104.0115343
ATM Bệnh viện An Sinh,"Số 10 Trần Huy Liệu, Phú Nhuận, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8009524,105.588156
ATM Sư đoàn 370,"Số 18D Cộng Hòa, phường 4, Tân Bình, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8019632,108.2642223
ATM Quân khu 7,"Cổng 18 Hồ Văn Huê, phường 9, Phú Nhuận, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7999274,106.6581516
CRM PGD Hàm Nghi,"Số 55 Nam Kỳ Khởi Nghĩa, phường Nguyễn Thái Bình, quận 1, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7706873,106.728356
CRM CN Sở Giao Dịch 2,"Số 259 Trần Hưng Đạo, Cô Giang, quận 1, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7753796,106.1756093
ATM Công ty cổ phẩn Tư vấn xây dựng điện 2,"Số 45 đường số 2, Trường Thọ, Thủ Đức, thành phố Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8331153,106.6702939
ATM Sân gofl Long Thành,"Sô 99A Phước Tân, Long Hưng, khu phố Hương Phước, Phước Tân, thành phố Biên Hòa",,<p>Hoạt động 247</p>,10.8626682,106.8862582
CRM PGD Tân Cảng,"Số 150 - 150A Nguyễn Gia Trí, phường 25, Bình Thạnh, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8039059,105.7465373
ATM PGD Trường Chinh,"Số 318 Trường Chinh, khu phố 6, Tân Hưng Thuận, quận 12, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.833095,106.61942
ATM Lữ đoàn 596,"Số 718B Kinh Dương Vương, phường 13, quận 6, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7494963,105.8323274
ATM Trường cao đẳng nghề số 7,"Số 51/2 Thành Thái, phường 14, quận 10, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.772717,105.830693
CRM PGD Quận 6,"Số 10 -12 Hậu Giang, phường 2, quận 6, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7460303,105.7708809
CRM PGD Đinh Tiên Hoàng,"Số 86 - 88 Đinh Tiên Hoàng, phường 1, quận Bình Thạnh, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7960003,105.3913598
ATM PGD Tân Sơn Nhất,"Tòa nhà Garden Gate, số 8 Hoàng Minh Giám, phường 9, Phú Nhuận, Hồ Chí Minh ",,<p>Hoạt động 247</p>,10.8095915,108.4544134
CRM CN Sài Gòn,"Số 172 Hai Bà Trưng, Đa Kao, quận 1, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7856398,105.7016494
ATM/CRM PGD Nguyễn Tri Phương,"Số 431 - 433 Nguyễn Tri Phương, phường 8, quận 10, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.767096,108.4664783
CRM PGD 3 tháng 2,"Tòa nhà 198A đường 3/2, phường 12, quận 10, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.77471052959111,106.67869999247927
CRM PGD Thống Nhất,"Số 102 - 104 - 106 Bàu Cát, phường 14, Tân Bình, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7922705,109.192627
CRM PGD Tân Định,"Số 192 Trần Quang Khải, Tân Định, quận 1, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7916079,106.7182613
ATM Công ty Dệt may 7,"Số 109 Trần Văn Dư, phường 13, Tân Bình, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8086011,105.8090686
ATM Tòa nhà Viettel,"Số 158A/2 Hoàng Hoa Thám, phường 12, Tân Bình, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7585643,105.6300533
CRM PGD Khánh Hội,"Số 192 - 194 Khánh Hội, phường 6, quận 4, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7585643,106.6117195
CRM PGD Kỳ Đồng,"Số 161 - 163 Trần Quốc Thảo, phường 9, quận 3, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7846242,105.8673814
CRM CN Nam Bình Dương,"Số 7/20 đường DT743, khu phố Bình Đáng, Bình Hòa, Thuận An, Bình Dương",,<p>Hoạt động 247</p>,10.9763787,107.0165856
ATM Bộ chỉ huy Quân sự tỉnh Bình Dương,"Đường DT743, Phú Hòa, thành phố Thủ Dầu 1, Bình Dương",,<p>Hoạt động 247</p>,10.9864236,105.9019213
ATM Công ty Xuất nhập khẩu Hoàng Anh,"Lô 9, đường D4, khu công nghiệp Phú Gia, ấp Phú Nghi, Hòa Lợi, Bến Cát, Bình Dương",,<p>Hoạt động 247</p>,14.7869134,105.8471229
ATM UBND xã Tân Vĩnh Hiệp,"Đường DT746, Tân Vĩnh Hiệp, Tân Uyên, Bình Dương",,<p>Hoạt động 247</p>,11.0288387,106.6602743
ATM Bệnh viện đa khoa Medic,"Số 14A Nguyễn An Ninh, Phú Cường, thành phố Thủ Dầu 1, Bình Dương",,<p>Hoạt động 247</p>,10.9763787,105.8232296
ATM Công ty nội thất Owen,"Lô A - 3B - CN đường D3, khu công nghiệp Bàu Bàng, Lai Uyên, Bàu Bàng, Bình Dương",,<p>Hoạt động 247</p>,11.2583381,109.0317036
ATM Công ty Nam Việt ,"Số 994/1C Nguyễn Thị Minh Khai, khu phố Tân Thắng, Tân Bình, Dĩ An, Bình Dương",,<p>Hoạt động 247</p>,10.940185,105.7940398
ATM Công ty Cổ phần Ánh Sao Dương,"Quốc lộ 3 - Nk13, Thới Hòa, Bến Cát, Bình Dương",,<p>Hoạt động 247</p>,11.2113786,108.2442945
CRM PGD Bến Cát,"Số 432 đường 30/04, khu phố 2, Mỹ Phước, Bến Cát, Bình Dương",,<p>Hoạt động 247</p>,11.1455306,106.5870361
CRM PGD Uyên Hưng,"Thửa đất 53 tờ bản đồ 10, đường DT747, Uyên Hưng, Tân Uyên, Bình Dương",,<p>Hoạt động 247</p>,11.0394948,105.8465996
ATM PGD Bến Thành,"Số 414C - 414D Nguyễn Thị Minh Khai, phường 5, quận 3, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7700739,106.7225294
ATM Công ty Tân Cảng Phú Hữu,"Cổng cảng Phú Hữu, khu phố 4, Phú Hữu, Thủ Đức, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7771289,107.5917395
ATM Bệnh viện Quân dân Y Miền Đông,"Số 50 Lê Văn Việt, Thủ Đức, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.845963,105.7725315
CRM CN An Phú,"Chung cư An Phú, Nguyễn Quý Đức, An Phú, Thủ Đức, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.800056,105.843576
ATM Cảng Cát Lái,"Cổng B đường Lê Phụng Hiểu, Cảng Cát Lái, Thủ Đức, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7673359,105.8206343
CRM PGD Quận 9,"Số 25B Lê Văn Việt, Hiệp Phú, Thủ Đức, Hồ Chí MInh",,<p>Hoạt động 247</p>,10.8453757,105.7392282
CRM PGD Thủ Đức,"Số 282 Võ Văn Ngân, Bình Thọ, Thủ Đức, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8495847,108.6490762
ATM PGD Thảo Điền,"Số 65 Xuân Thủy, Thảo Điền, Thủ Đức, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8038033,105.8253978
ATM CN Nam Sài Gòn,"Số 09 đường 08 khu A, đô thị mới Nam Thành Phố, Tân Phú, Quận 7, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7883501,106.7774085
CRM CN Thanh Trì,"Tòa nhà An & Huy, khu công nghiệp Ngọc Hồi, Thanh Trì, Hà Nội",,<p>Hoạt động 247</p>,20.9164242,107.0798542
ATM Công ty TNHH MTV Cơ khí Z179,"Km12, quốc lộ 1A, Tứ Hiệp, Thanh Trì, Hà Nội",,<p>Hoạt động 247</p>,20.9396533,105.8694633
ATM Ban chỉ huy Quân sự huyện Thường Tín,"Thị trấn Thường Tín, Thường Tín, Hà Nội",,<p>Hoạt động 247</p>,20.8715336,105.858196
ATM Lữ đoàn 239,"Thôn Xâm Xuyên, xã Hồng Vân, Thường Tín, Hà Nội",,<p>Hoạt động 247</p>,20.8697257,105.7614722
CRM Bệnh viện Nông Nghiệp,"Km13+500, quốc lộ 1A, Ngọc Hồi, Thanh Trì, Hà Nội",,<p>Hoạt động 247</p>,20.9408833,105.1734464
ATM Công ty Legamex,"Số 15 Trường Sơn, phường 15, quận 10, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7853698,105.3445571
ATM Đại học Trần Đại Nghĩa,"Số 189 Nguyễn Oanh, phường 10, Gò Vấp, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8287051,109.1891591
ATM Lữ đoàn 77,"Số 152 Nguyễn Oanh, phường 17, Gò Vấp, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8496523,106.6201281
ATM/CRM Bệnh viện 175,"Số 1 Nguyễn Thái Sơn, phường 3, Gò Vấp, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7169546,106.7264271
ATM Công ty Gilimex,"Số 334 Phan Văn Trị, phường 11, Bình Thạnh, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8228654,106.7797215
ATM Công ty 28,"Số 169 Quang Trung, phường 10, Gò Vấp, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8290113,106.6644105
ATM Công ty Giditexco,"Số 86 Lũy Bán Tích, Tân Thới Hòa, Tân Phú, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7658782,106.6300386
ATM Công ty Bình Phú,"Số 22 đường 19, Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",,<p>Hoạt động 247</p>,15.7583475,101.4148597
CRM PGD Quang Trung,"Số 170 Quang Trung, phường 10, Gò Vấp, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8287424,105.4824651
CRM PGD Sóng Thần,"Số 20 Nguyễn An Ninh, khu phố Nhị Đồng 2, Dĩ An, Bình Dương",,<p>Hoạt động 247</p>,10.9035675,105.8057328
ATM Trường Quân sự Quân đoàn 4,"Đường DT743, Bình Hòa, Thuận An, Bình Dương",,<p>Hoạt động 247</p>,10.9134202,105.5966541
ATM Bệnh viện Quân đoàn 4,"Đường DT743, Dĩ An, Bình Dương",,<p>Hoạt động 247</p>,10.913806,105.9333524
ATM UBND Quận 10,"Số 474 đường 3/2, phường 14, quận 10, Hồ Chi Minh",,<p>Hoạt động 247</p>,10.7679249,106.0526517
CRM PGD Quận 12,"Số 312 Nguyễn Ảnh Thủ, khu phố 3, Hiệp Thành, quận 12, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8790697,109.1619308
ATM Trường Quân sự Quân khu 7,"Số 479 Tô Ký, Trung Mỹ Tây, Quận 12, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8559038,105.6075708
CRM PGD BA ĐIỂM,"Số 10/2A Nguyễn Ảnh Thủ, ấp Hưng Lân, xã Bà Điểm, Hóc Môn, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8638235,108.2427687
CRM CN Gia Định,"Số 3 Hoàng Hoa Thám, phường 6, Bình Thạnh, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8038559,105.782493
ATM PGD Bình Thạnh,"Số 310 Lê Quang Định, phường 11, Bình Thạnh, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.8094223,105.4284492
ATM PGD Lê Văn Sỹ,"Số 67 Lê Văn Sỹ, phường 13, Phú Nhuận, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7908524,106.2377384
CRM CN Phú Nhuận,"Tòa Prince Residence, số 19 - 21 Nguyễn Văn Trỗi, phường 11, Phú Nhuận, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.47478644,106.40244668
ATM Viện Quân y 5,"số 120 Trương Hán Siêu, Phúc Thành, Ninh Bình",,<p>Hoạt động 247</p>,20.2512714,105.4913446
CRM CN Ninh Binh,"Số 1112 Trần Hưng Đạo, Phúc Thành, Ninh Bình",,<p>Hoạt động 247</p>,20.2519097,105.8108341
ATM Công ty Xi măng Xuân Thành,"Thôn Bồng Lạng, xã Thanh Nghị, huyện Thanh Liêm, tỉnh Hà Nam",,<p>Hoạt động 247</p>,20.4192307,105.5994738
ATM Công ty Công nghiệp Hạ Long - DFG,"Khu công nghiệp Khánh Cư, xã Khánh Cư, huyện Yên khánh, Ninh Bình",,<p>Hoạt động 247</p>,20.2150816,105.7747256
ATM Trường cao đẳng nghề số 13,"Phường Nam Sơn, Tam Điệp, Ninh Bình",,<p>Hoạt động 247</p>,20.1449313,105.8345299
ATM Lữ đoàn tăng thiết giáp 202,"Phố Rịa, huyện Nho Quan,Ninh Bình",,<p>Hoạt động 247</p>,20.2446858,106.646618
CRM PGD Tam Điệp,"Tòa khách sạn Xanh, Bắc Sơn, Tam Điệp, Ninh Bình",,<p>Hoạt động 247</p>,20.1551581,106.7869253
ATM Lữ đoàn phòng không 241,"Xuân Que, Nho Quan, Ninh Bình",,<p>Hoạt động 247</p>,20.239054,106.6825428
ATM Sở kế hoạch đầu tư Ninh Bình,"Số 15 Lê Hồng Phong, Vân Giang, Ninh Bình",,<p>Hoạt động 247</p>,20.257381,105.8547718
ATM Bộ chỉ huy Quân sự tỉnh Ninh Bình,"Đường 1B, phường Nam Thành, Nình Binh",,<p>Hoạt động 247</p>,20.1877591,108.566807
ATM Công ty TNHH Sanico Việt Nam,"Thôn Phú Long, xã Gia Vân, huyện Gia Viễn, Ninh Bình",,<p>Hoạt động 247</p>,20.3463303,105.7370668
ATM PGD Gia Viễn,"Thửa đất số 2621 - 2623, tờ bản đồ số 381E, Gia Trấn, Gia Viễn, Ninh Bình",,<p>Hoạt động 247</p>,20.0915824,108.4660226
ATM Công ty TNHH MTV Master Vina,"Khu công nghiệp Đồng Hướng, xã Đồng Hướng, huyện Kim Sơn, Ninh Bình",,<p>Hoạt động 247</p>,20.05445848,10606066384
CRM CN Tân Tạo ,"Số B3/16 - B3/17, quốc lộ 1A, ấp 2 xã Tân Kiên, huyện Bình Chánh, Hồ Chí Minh",,<p>Hoạt động 247</p>,10.7194728,109.1942102
ATM Công ty đóng tàu Hồng Hà," Km 17+300, quốc lộ 5, Lê Thiện, An Dương, Hải Phòng",,<p>Hoạt động 247</p>,20.05445848,106.06066384
ATM Bệnh viện quốc tế Green,"Số 738 Nguyễn Văn Linh, Niệm Nghĩa, Lê Chân, Hải Phòng",,<p>Hoạt động 247</p>,20.50316824,106.39448668
CRM CN Hải Phòng,"Tòa nhà MB, thửa đất số 06, lô 30A, khu đô thị mới ngã 5 sân bay Cát Bi, Lê Hồng Phong, Lạc Viên, Ngô Quyền, Hải Phòng",,<p>Hoạt động 247</p>,20.8224325,105.8235459
ATM Kho bạc nhà nước An Dương,"Số 9 đường Thị Trấn, huyện An Dương, Hải Phòng",,<p>Hoạt động 247</p>,20.8648444,107.1087223
